Umfang	ALS	ULS	TLS	Höhe Krone	ALS	ULS	TLS	Höhe Baum	ALS	ULS	TLS	Krone Durchmesser	ALS	ULS	TLS
27.2	50			8.9	1.5							7.2	6.970085		
27.2		50		8.9		7.5						7.2		5.641501	
38.3	50			5.8	7.8							12.8	5.192048		
38.3		30.843512		5.8		8.5						12.8		3.9411528	
35.6	50			9.1	19.7							11.7	6.971608		
35.1	50			10	4.2000003							11.8	9.198991		
35.1		50		10		5.3						11.8		7.9059234	
23.7	50			6.7	13.2							7.5	6.562633		
23.7		15.687889		6.7		3.9						7.5		4.910935	
20.6	50			9.6	16.1							6	4.977438		
20.6		50		9.6		15.900001						6		3.390002	
26.6	50			1.3	2.5							8.4	7.3134823		
26.6		50		1.3		2.7						8.4		5.9233994	
31.6	50			8.6	10.900001							7	7.747568		
31.6		21.825075		8.6		11.2						7		6.7035084	
27	50			9.8	5.1							8.3	7.800043		
27		50		9.8		6.7000003						8.3		6.528793	
24.5	50			6.2	2.7							6	5.946763		
24.5		10.187447		6.2		2.8						6		4.6397734	
25.4	50			9.5	5.4							7	5.570514		
25.4		20.941362		9.5		3.9						7		4.5560274	
24.9	50			6.9	6.2000003							7.2	6.6498413		
24.9		27.820713		6.9		3.1000001						7.2		5.0746384	
26	50			11.4	4.6							8.6	6.9025836		
26		10.199327		11.4		4.7000003						8.6		5.2306476	
31.6	50			8	14.5							8.7	7.9814262		
31.6		20.00454		8		5.3						8.7		6.5169625	
26.4	50			9.7	3.6000001							8.1	6.489136		
26.4		50		9.7		3.5						8.1		4.970873	
23.6	50			11.1	5.1							9.1	5.2745724		
23.6		20.71361		11.1		5.6						9.1		3.9236429	
25.2	50			7.3	10.5							8.6	6.930268		
25.2		50		7.3		10.6						8.6		5.589188	
29.8	50			8.2	5.9							9.1	7.1498733		
29.8		50		8.2		10.3						9.1		5.513417	
27	50			6.6	5							9.7	7.9597645		
27		25.734123		6.6		4.8						9.7		6.408327	
26.4	50			5.6	5.1							6.5	5.907075		
26.4		25.42848		5.6		4.6						6.5		4.39691	
32.4	46.40349			5.9	4.7000003							10.8	9.072442		
32.4		52.951603		5.9		5.5						10.8		7.5144334	
31.5	50			11.4	10.1							8.4	7.9028063		
31.5		24.760868		11.4		10.6						8.4		6.416478	
30	50			5.8	5.6							9.5	9.449361		
30		13.6983795		5.8		5.5						9.5		7.840105	
31.4	50			6.4	7.2000003							10.4	9.311714		
31.4		18.25474		6.4		7.5						10.4		7.696039	
29.9	50			9.2	11.400001							8.7	8.285964		
29.9		22.597559		9.2		11.400001						8.7		7.114452	
24.2	50			8.5	3.5							7.6	7.4314117		
24.2		14.557712		8.5		3.7						7.6		5.5901933	
23.5	25.884888			8.7	2							7.2	6.553721		
23.5		31.696377		8.7		1.8000001						7.2		4.9517503	
23.5	50			10.1	5.6							9.8	6.2559543		
23.5		50		10.1		5.9						9.8		4.828969	
28.9	50			9.7	7.2000003							8	6.6257944		
28.9		50		9.7		8.3						8		5.476753	
28.8	50			10.4	10.5							7.6	7.958276		
28.8		24.920345		10.4		6.2000003						7.6		6.293031	
27.3	50			12.5	8.5							8.8	7.30032		
27.3		50		12.5		8.5						8.8		5.878733	
30.6	50			8.4	4.1							7.8	7.7475224		
30.6		50		8.4		4.5						7.8		6.4450827	
43.9	50			7.9	6.9							13.8	11.367633		
43.9		37.55326		7.9		6.8						13.8		9.725182	
20.2	50			4.6	3.3							6	4.5996356		
20.2		8.725951		4.6		4.4						6		3.039531	
